building_name,borough,total_units,tds,transferred_date,page_number,bbl,bldg,address,zip_code,cd_,fc_,ss_,sa_,cc_,bin,m,3018020043,12,250_lexington_avenue,11216,3,08,25,57,36,3050586,3018040010,390_lexington_avenue,56,3322214,3021450001,45_south_10th_street,11249,1,07,18,50,34,3000000,2022690100,8,401_saint_anns_avenue,10454,14,29,84,2090993,2022870135,490_east_143rd_street,15,2000433,1021070059,1949_amsterdam_avenue,10032,13,31,71,10,1062490,3043770001,17,884_ashford_street,11207,5,19,60,42,3324274,3033410001,32,1260_gates_avenue,11221,4,54,37,3326137,3033340001,365_wilson_avenue,53,3338493,2049050001,33,1141_226th_drive,10466,16,83,2094164,1020160060,6,2651_a_c_powell_boulevard,10039,30,09,1084139,3033150001,2,140_menahan_street,3394310,3014710061,1747_saint_johns_place,11233,55,41,3014700160,1679_saint_johns_place,3392746,3014700015,1720a_sterling_place,3348327,3014710014,1790b_sterling_place,3393524,3014390010,2020_pacific_street,3038674,1020150005,164_west_147th_street,1079768,2026800001,1113_prospect_avenue,10459,79,2091984,3013410001,1605_dean_street,11213,20,3324581,3021400026,195_division_avenue,11211,3251681,3030260001,161_scholes_street,11206,3344974,3030240001,112_maujer_street,3327882,3030250046,247_graham_avenue,3327884
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BRONX,312,227,10/31/2018,29,2026800001,5,822 EAST 167TH STREET,10459,3,15,32,79,17,2091983,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BRONX,312,227,10/31/2018,29,2026800001,5,820 EAST 167TH STREET,10459,3,15,32,79,17,2091983,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BRONX,312,227,10/31/2018,29,2026800001,5,818 EAST 167TH STREET,10459,3,15,32,79,17,2091983,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,BRONX,312,227,10/31/2018,29,2026800001,6,1111 PROSPECT AVENUE,10459,3,15,32,79,17,2091984,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,,,,,,,,,,,M,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,17,,,,,,,,,32,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026800001,1115 PROSPECT AVENUE,10459,79,2091984,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021320047,1,2340 AMSTERDAM AVENUE,10033,12,13,31,72,10,1063193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021320047,1,501 WEST 176TH STREET,10033,12,13,31,72,10,1063193,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021320047,1,2346 AMSTERDAM AVENUE,10033,12,13,31,72,10,1063193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021320047,1,500 WEST 177TH STREET,10033,12,13,31,72,10,1063193,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021320110,2,503 WEST 177TH STREET,10033,12,13,31,72,10,1063213,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021320114,3,511 WEST 177TH STREET,10033,12,13,31,72,10,1063215,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021320100,4,514 WEST 177TH STREET,10033,12,13,31,72,10,1063209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021320100,4,506 WEST 177TH STREET,10033,12,13,31,72,10,1063209,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021320094,5,509 WEST 176TH STREET,10033,12,13,31,72,10,1063207,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021100071,2,450 WEST 164TH STREET,10032,12,13,31,72,10,1062623,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021110038,3,457 WEST 164TH STREET,10032,12,13,31,72,10,1062639,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021110040,4,461 WEST 164TH STREET,10032,12,13,31,72,10,1062640,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021110041,5,463 WEST 164TH STREET,10032,12,13,31,72,10,1062641,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021110042,6,465 WEST 164TH STREET,10032,12,13,31,72,10,1062642,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021210051,7,500 WEST 164TH STREET,10032,12,13,31,72,10,1062903,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021110005,8,2109 AMSTERDAM AVENUE,10032,12,13,31,72,10,1062630,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021110006,8,2111 AMSTERDAM AVENUE,10032,12,13,31,72,10,1062631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021150060,1,545 WEST 156TH STREET,10032,12,13,31,71,10,1062726,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021320106,1,502 WEST 177TH STREET,10033,12,13,31,72,10,1063212,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021320084,2,506 WEST 176TH STREET,10033,12,13,31,72,10,1063203,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021320082,3,510 WEST 176TH STREET,10033,12,13,31,72,10,1063202,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,1021320080,4,514 WEST 176TH STREET,10033,12,13,31,72,10,1063201,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,3013410001,1,1625 DEAN STREET,11213,8,09,20,56,36,3324581,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,MANHATTAN,216,293,11/30/2020,30,3013410001,1,1615 DEAN STREET,11213,8,09,20,56,36,3324581,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,,,,,,,,,,,M,,,,,,,,,36,,,,56,,,,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013410001,1595 DEAN STREET,11213,20,3324581,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,,,,,,,,,,,M,,,,,,,,,36,,,,56,,,,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013410001,1585 DEAN STREET,11213,20,3324581,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,,,,,,,,,,,M,,,,,,,,,36,,,,56,,,,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013410001,1575 DEAN STREET,11213,20,3324581,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,,,,,,,,,,,M,,,,,,,,,36,,,,56,,,,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013410001,87 TROY AVENUE,11213,20,3324581,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,,,,,,,,,,,M,,,,,,,,,36,,,,56,,,,,2,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013410012,1620 PACIFIC STREET,11213,20,3035671,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,,,,,,,,,,,M,,,,,,,,,36,,,,56,,,,,2,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013410012,1630 PACIFIC STREET,11213,20,3341632,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,,,,,,,,,,,M,,,,,,,,,36,,,,56,,,,,2,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013410012,1642 PACIFIC STREET,11213,20,3341633,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,,,,,,,,,,,,,,,,,,,,36,,,,56,,,,,2,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013410012,1640 PACIFIC STREET,11213,20,3341633,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,,,,,,,,,,,M,,,,,,,,,36,,,,56,,,,,2,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013410012,1650 PACIFIC STREET,11213,20,3341634,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,,,,,,,,,,,M,,,,,,,,,36,,,,56,,,,,2,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013410012,1660 PACIFIC STREET,11213,20,3341635,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,,,,,,,,,,,,,,,,,,,,36,,,,56,,,,,2,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013410012,1672 PACIFIC STREET,11213,20,3035671,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,,,,,,,,,,,M,,,,,,,,,36,,,,56,,,,,2,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013410012,1670 PACIFIC STREET,11213,20,3341636,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,,,,,,,,,,,M,,,,,,,,,36,,,,56,,,,,2,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013410012,80 SCHENECTADY AVENUE,11213,20,3341637,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,5001960001,1,820 HENDERSON AVENUE,10310,1,11,23,61,49,5095813,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,5001960001,17,778GAR HENDERSON AVENUE,10310,1,11,23,61,49,5146063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,5001960001,2,806 HENDERSON AVENUE,10310,1,11,23,61,49,5095814,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,5001960001,3,780 HENDERSON AVENUE,10310,1,11,23,61,49,5095815,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,5001960001,4,210 BROADWAY,10310,1,11,23,61,49,5095816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,5001960001,4,778 HENDERSON AVENUE,10310,1,11,23,61,49,5095816,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,5001960001,4,770 HENDERSON AVENUE,10310,1,11,23,61,49,5095816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,5001960001,5,814 HENDERSON AVENUE,10310,1,11,23,61,49,5095817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,5001960001,5,810 HENDERSON AVENUE,10310,1,11,23,61,49,5095817,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,5001960001,6,240 BROADWAY,10310,1,11,23,61,49,5095818,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,5001960001,6,230 BROADWAY,10310,1,11,23,61,49,5095818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,5001960001,7,1077 CASTLETON AVENUE,10310,1,11,23,61,49,5095819,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,5001960001,8,1075 CASTLETON AVENUE,10310,1,11,23,61,49,5095820,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,5001960001,10,157 ALASKA STREET,10310,1,11,23,61,49,5095822,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,5001960001,11,155 ALASKA STREET,10310,1,11,23,61,49,5136037,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,5001960001,12,1115 CASTLETON AVENUE,10310,1,11,23,61,49,5095824,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,5001960001,13,1083 CASTLETON AVENUE,10310,1,11,23,61,49,5095825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,5001960001,13,1085 CASTLETON AVENUE,10310,1,11,23,61,49,5095825,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,5001960001,14,1065 CASTLETON AVENUE,10310,1,11,23,61,49,5095826,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACT DEVELOPMENTS DIRECTORY as of 01/01/2025,STATEN,490,116,6/26/2024,31,5001960001,15,260 BROADWAY,10310,1,11,23,61,49,5095827,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
